Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Rolling Mean,Rolling std,Bollinger High,Bollinger Low,Garch forecast,Position BB,,
2025-01-16 06:00:00+00:00,3367.488525,3382.02124,3364.759521,3377.621826,67106816,0,0,,,,,0.548812171,,,
2025-01-16 07:00:00+00:00,3379.4021,3386.325195,3378.393799,3382.558838,0,0,0,,,,,0.487326315,,,
2025-01-16 08:00:00+00:00,3382.707764,3382.707764,3303.057373,3319.124023,811456512,0,0,,,,,0.945916677,,,
2025-01-16 09:00:00+00:00,3315.4646,3335.04248,3301.950928,3334.710449,506996736,0,0,,,,,0.851693335,,,
2025-01-16 10:00:00+00:00,3334.925537,3340.735352,3329.37793,3334.253174,0,0,0,,,,,0.744787589,,,
2025-01-16 11:00:00+00:00,3334.016602,3353.304688,3322.123291,3351.948242,288657408,0,0,,,,,0.691093696,,,
2025-01-16 12:00:00+00:00,3348.390381,3361.535645,3343.711426,3360.07959,495529984,0,0,,,,,0.616670682,,,
2025-01-16 13:00:00+00:00,3354.624756,3354.624756,3313.828857,3327.878662,0,0,0,,,,,0.676760149,,,
2025-01-16 14:00:00+00:00,3327.829102,3339.461914,3266.893066,3279.292236,0,0,0,,,,,0.896501343,,,
2025-01-16 15:00:00+00:00,3277.115967,3326.693115,3274.809326,3326.693115,0,0,0,,,,,1.062630994,,,
2025-01-16 16:00:00+00:00,3332.113281,3354.645508,3330.806152,3337.920654,204886016,0,0,,,,,0.935666604,,,
2025-01-16 17:00:00+00:00,3340.133789,3362.854736,3333.404297,3346.640137,146272256,0,0,,,,,0.824249017,,,
2025-01-16 18:00:00+00:00,3343.689697,3348.091064,3313.435547,3325.505127,41693184,0,0,,,,,0.778528331,,,
2025-01-16 19:00:00+00:00,3325.236328,3343.541992,3320.746582,3343.541992,0,0,0,,,,,0.721584378,,,
2025-01-16 20:00:00+00:00,3344.746338,3351.7854,3329.211426,3335.613281,0,0,0,,,,,0.643912257,,,
2025-01-16 21:00:00+00:00,3337.184082,3337.184082,3311.981689,3319.198486,0,0,0,,,,,0.604585533,,,
2025-01-16 22:00:00+00:00,3316.798584,3316.798584,3271.572021,3295.603271,17770496,0,0,,,,,0.608481774,,,
2025-01-16 23:00:00+00:00,3299.471924,3309.866699,3290.673584,3308.602051,180924416,0,0,,,,,0.559995809,,,
2025-01-17 00:00:00+00:00,3308.671387,3315.605469,3308.671387,3313.2854,0,0,0,,,,,0.501075844,,,
2025-01-17 01:00:00+00:00,3313.358154,3387.092529,3313.358154,3387.092529,966017024,0,0,3335.358154,27.58642105,3390.530996,3280.185312,1.0970951,,,
2025-01-17 02:00:00+00:00,3385.584717,3393.299805,3355.692871,3367.329346,1006581760,0,0,3334.84353,26.84246857,3388.528467,3281.158593,1.001979224,,,
2025-01-17 03:00:00+00:00,3372.796387,3374.591797,3357.772705,3357.772705,0,0,0,3333.604224,25.03484216,3383.673908,3283.534539,0.885945413,,,
2025-01-17 04:00:00+00:00,3359.350586,3369.060791,3348.381104,3368.799805,113788928,0,0,3336.088013,25.96940679,3388.026826,3284.149199,0.790550557,,,
2025-01-17 05:00:00+00:00,3369.640625,3372.099121,3359.511963,3366.39209,603797504,0,0,3337.672095,26.83285965,3391.337814,3284.006375,0.697889444,,,
2025-01-17 06:00:00+00:00,3365.369873,3373.989258,3364.660645,3366.177734,0,0,0,3339.268323,27.55851991,3394.385363,3284.151283,0.618194729,,,
2025-01-17 07:00:00+00:00,3366.456787,3382.501953,3362.608398,3370.949951,292419584,0,0,3340.218408,28.33526754,3396.888943,3283.547873,0.552097243,,,
2025-01-17 08:00:00+00:00,3376.101318,3410.712646,3373.648438,3406.31543,0,0,0,3342.5302,31.72440735,3405.979015,3279.081385,0.636184217,1,3406.31543,15.25854492
2025-01-17 09:00:00+00:00,3406.424316,3412.383301,3400.931396,3403.672363,0,0,0,3346.319885,34.30420006,3414.928285,3277.711485,0.567517889,,,
2025-01-17 10:00:00+00:00,3403.238037,3435.902588,3403.238037,3424.344482,468449280,0,0,3353.572498,34.71834722,3423.009192,3284.135803,0.553951565,1,3424.344482,-22.99511719
2025-01-17 11:00:00+00:00,3426.214111,3429.007813,3417.124268,3421.573975,114024448,0,0,3358.316541,37.24279503,3432.802131,3283.83095,0.497529044,,,
2025-01-17 12:00:00+00:00,3421.915039,3423.473877,3402.899658,3407.446777,0,0,0,3361.792847,38.46364227,3438.720131,3284.865562,0.472447646,,,
2025-01-17 13:00:00+00:00,3408.262207,3419.239746,3396.951904,3401.349365,0,0,0,3364.528308,39.26632568,3443.060959,3285.995657,0.431682933,,,
2025-01-17 14:00:00+00:00,3403.196289,3428.57959,3403.196289,3428.57959,0,0,0,3369.682031,40.61603462,3450.9141,3288.449962,0.474108846,,,
2025-01-17 15:00:00+00:00,3426.90332,3446.962646,3408.177979,3420.42749,0,0,0,3373.526306,41.63741616,3456.801138,3290.251474,0.437224954,,,
2025-01-17 16:00:00+00:00,3420.954834,3446.595703,3413.630127,3440.904053,0,0,0,3378.790845,43.21785085,3465.226546,3292.355143,0.441809674,,,
2025-01-17 17:00:00+00:00,3439.521729,3442.111572,3411.844727,3413.009766,53248,0,0,3383.481409,41.46496783,3466.411344,3300.551473,0.490250746,,,
2025-01-17 18:00:00+00:00,3414.749268,3430.043945,3412.582031,3412.582031,0,0,0,3389.330347,36.35179377,3462.033934,3316.626759,0.443443016,,,
2025-01-17 19:00:00+00:00,3413.271484,3443.510254,3413.271484,3434.355957,305745920,0,0,3395.618042,32.30378085,3460.225604,3331.01048,0.452786184,,,
2025-01-17 20:00:00+00:00,3429.552002,3524.229736,3429.552002,3504.900391,1789992960,0,0,3405.198792,34.90988663,3475.018565,3335.379018,0.93812603,1,3504.900391,
2025-01-17 21:00:00+00:00,3515.082031,3522.221924,3469.94458,3474.360107,690130944,0,0,3409.56217,37.85705308,3485.276277,3333.848064,0.929099635,,,
2025-01-17 22:00:00+00:00,3474.162354,3486.724365,3471.552246,3473.383545,16132096,0,0,3414.86488,39.03922089,3492.943322,3336.786439,0.813756763,,,
2025-01-17 23:00:00+00:00,3465.953125,3484.203369,3465.880615,3475.550049,0,0,0,3420.753748,38.85651923,3498.466786,3343.040709,0.718656429,,,
2025-01-18 00:00:00+00:00,3474.06665,3490.756348,3471.925049,3489.961182,269910016,0,0,3426.811816,39.76457392,3506.340964,3347.282669,0.658606301,,,
2025-01-18 01:00:00+00:00,3488.111328,3488.111328,3458.59082,3467.777588,0,0,0,3431.881091,38.08363756,3508.048366,3355.713816,0.641101963,,,
2025-01-18 02:00:00+00:00,3469.327393,3474.168701,3449.913574,3450,0,0,0,3436.072205,34.95633417,3505.984873,3366.159536,0.607589238,,,
2025-01-18 03:00:00+00:00,3449.595947,3454.205811,3374.498291,3387.217285,933869568,0,0,3436.885571,33.52110461,3503.927781,3369.843362,0.981566571,,,
2025-01-18 04:00:00+00:00,3382.810791,3392.536133,3353.443359,3365.478027,826789888,0,0,3434.843701,36.58497228,3508.013646,3361.673757,0.917394251,,,
2025-01-18 05:00:00+00:00,3365.142334,3366.109863,3294.401367,3294.401367,667168768,0,0,3429.380151,47.89579318,3525.171738,3333.588565,1.412744914,-1,3294.401367,
2025-01-18 06:00:00+00:00,3303.018311,3335.711182,3303.018311,3313.672852,1131560960,0,0,3423.84657,54.45255968,3532.751689,3314.94145,1.267297861,,,
2025-01-18 07:00:00+00:00,3312.530273,3312.568115,3281.321045,3289.424316,589062144,0,0,3417.239087,62.20828544,3541.655658,3292.822516,1.176334087,,,
2025-01-18 08:00:00+00:00,3280.763916,3292.460693,3254.325195,3292.460693,628228096,0,0,3411.489783,68.18713143,3547.864046,3275.11552,1.026882665,,,
2025-01-18 09:00:00+00:00,3290.5271,3296.969727,3255.119629,3267.611572,327376896,0,0,3404.802893,75.40907194,3555.621037,3253.984749,0.976570764,,,
2025-01-18 10:00:00+00:00,3267.752197,3272.098877,3231.810547,3268.258057,887201792,0,0,3396.786816,81.05814866,3558.903114,3234.670519,0.857445752,,,
2025-01-18 11:00:00+00:00,3262.947998,3319.49292,3248.290039,3312.605957,1027956736,0,0,3391.39574,82.96616536,3557.32807,3225.463409,0.986755421,,,
2025-01-18 12:00:00+00:00,3311.616943,3318.245117,3273.905029,3289.368408,460146688,0,0,3383.818958,85.09890779,3554.016773,3213.621142,0.93256513,,,
2025-01-18 13:00:00+00:00,3288.256348,3316.446045,3279.55542,3316.446045,320131072,0,0,3378.990771,86.08913267,3551.169037,3206.812506,0.904033151,,,
2025-01-18 14:00:00+00:00,3318.656494,3322.209473,3292.725098,3297.019043,0,0,0,3373.212622,87.58114669,3548.374915,3198.050329,0.842341944,,,
2025-01-18 15:00:00+00:00,3296.215088,3337.874268,3287.37793,3309.093994,0,0,0,3366.949524,87.45731317,3541.86415,3192.034898,0.759288199,,,
2025-01-18 16:00:00+00:00,3305.091553,3311.067139,3264.394531,3265.937744,961566720,0,0,3355.001392,83.86851602,3522.738424,3187.26436,0.898675731,,,
2025-01-18 17:00:00+00:00,3254.954346,3280.968994,3254.954346,3261.738281,191680512,0,0,3344.3703,81.38140686,3507.133114,3181.607487,0.795051325,,,
2025-01-18 18:00:00+00:00,3257.01416,3280.144531,3255.7229,3261.507324,318511104,0,0,3333.776489,77.39611481,3488.568719,3178.98426,0.70372932,,,
2025-01-18 19:00:00+00:00,3262.685547,3288.714111,3260.359131,3285.010742,10973184,0,0,3324.249524,70.44075812,3465.13104,3183.368008,0.689580812,,,
2025-01-18 20:00:00+00:00,3287.11377,3287.409668,3257.05542,3261.41333,0,0,0,3312.822131,59.89132061,3432.604773,3193.03949,0.682453289,,,
2025-01-18 21:00:00+00:00,3263.114746,3281.199219,3262.247314,3270.219238,0,0,0,3302.944214,48.125266,3399.194746,3206.693682,0.615991781,,,
2025-01-18 22:00:00+00:00,3271.415283,3284.468018,3271.415283,3279.401123,0,0,0,3294.41427,33.62209281,3361.658456,3227.170084,0.559423978,,,
2025-01-18 23:00:00+00:00,3278.054688,3315.456055,3277.899902,3306.181885,454719488,0,0,3290.3625,25.82960124,3342.021702,3238.703298,0.585256928,,,
2025-01-19 00:00:00+00:00,3305.155762,3318.607666,3296.399658,3314.317627,294004736,0,0,3287.80448,19.83727755,3327.479035,3248.129925,0.531478903,,,
2025-01-19 01:00:00+00:00,3312.595215,3359.712158,3312.595215,3348.934326,1135636480,0,0,3290.531128,24.08480743,3338.700743,3242.361513,0.612723823,1,3348.934326,
2025-01-19 02:00:00+00:00,3349.704834,3373.392822,3346.471191,3351.844238,164098048,0,0,3292.439697,27.31144585,3347.062589,3237.816806,0.54991434,,,
2025-01-19 03:00:00+00:00,3350.725342,3360.718262,3331.137939,3335.543213,0,0,0,3294.745642,28.94173759,3352.629117,3236.862167,0.526651488,,,
2025-01-19 04:00:00+00:00,3331.451904,3332.702393,3279.986816,3279.986816,198887424,0,0,3294.121948,29.12738031,3352.376709,3235.867188,0.83326198,,,
2025-01-19 05:00:00+00:00,3279.608643,3296.571045,3257.558838,3295.013916,0,0,0,3295.492065,28.4513736,3352.394813,3238.589318,0.763024977,,,
2025-01-19 06:00:00+00:00,3294.886475,3296.169434,3283.276367,3283.422119,0,0,0,3296.250269,27.88380729,3352.017883,3240.482654,0.695144798,,,
2025-01-19 07:00:00+00:00,3280.064941,3288.334717,3259.840332,3270.101563,0,0,0,3294.125049,28.18971684,3350.504483,3237.745615,0.642276777,,,
2025-01-19 08:00:00+00:00,3270.352295,3270.352295,3213.562012,3217.742676,0,0,0,3290.543762,32.97021908,3356.4842,3224.603324,0.902852487,-1,,
2025-01-19 09:00:00+00:00,3217.23291,3226.175049,3146.693115,3221.783447,2221682688,0,0,3285.810632,35.7348966,3357.280426,3214.340839,0.800205521,,,
2025-01-19 10:00:00+00:00,3222.206299,3222.206299,3171.145996,3172.352051,223440896,0,0,3279.577283,43.66909191,3366.915467,3192.239099,1.012760679,-1,,
2025-01-19 11:00:00+00:00,3169.961426,3179.103271,3130.178711,3147.185547,111300608,0,0,3271.48186,52.10233876,3375.686538,3167.277183,0.974369671,,,
2025-01-19 12:00:00+00:00,3146.091797,3203.688232,3144.348145,3203.688232,611680256,0,0,3268.369385,54.26538543,3376.900156,3159.838614,1.257279053,,,
2025-01-19 13:00:00+00:00,3203.833252,3262.076904,3192.313721,3262.076904,1041317888,0,0,3268.386316,54.26326037,3376.912837,3159.859795,1.521900488,,,
2025-01-19 14:00:00+00:00,3262.261719,3390.685303,3260.756592,3379.673828,6516518912,0,0,3274.294641,59.64145097,3393.577543,3155.011739,3.011530286,,,
2025-01-19 15:00:00+00:00,3377.249512,3414.983887,3358.104004,3382.578369,1773019136,0,0,3279.173022,64.36716622,3407.907355,3150.43869,2.5639357,,,
2025-01-19 16:00:00+00:00,3383.624268,3414.443848,3383.624268,3405.734131,0,0,0,3286.389063,70.10533145,3426.599725,3146.1784,2.263429581,,,
2025-01-19 17:00:00+00:00,3406.306885,3440.590088,3388.760986,3440.590088,997543936,0,0,3294.907605,77.94923252,3450.80607,3139.00914,2.088346825,,,
2025-01-19 18:00:00+00:00,3441.156494,3443.908691,3404.521484,3425.090332,209235968,0,0,3302.192065,83.06351353,3468.319092,3136.065038,1.831806762,,,
2025-01-19 19:00:00+00:00,3425.674805,3427.072021,3406.541992,3410.567627,104525824,0,0,3307.411353,86.53442358,3480.4802,3134.342505,1.611466379,,,
2025-01-19 20:00:00+00:00,3413.413574,3423.903564,3370.853516,3372.658936,615043072,0,0,3310.328418,87.75422853,3485.836875,3134.819961,1.56764401,,,
2025-01-19 21:00:00+00:00,3372.289795,3372.289795,3212.786865,3221.346191,3788292096,0,0,3303.949011,89.42175991,3482.792531,3125.105491,4.155039871,,,
2025-01-19 22:00:00+00:00,3230.648682,3291.997559,3173.948242,3256.733887,4153352192,0,0,3299.193494,89.26948793,3477.73247,3120.654518,3.723598609,,,
2025-01-19 23:00:00+00:00,3238.041504,3238.041504,3161.840576,3202.11084,3161755648,0,0,3292.521875,91.37122595,3475.264327,3109.779423,3.596774612,,,
2025-01-20 00:00:00+00:00,3212.884277,3218.010742,3147.656006,3173.56665,2803916800,0,0,3287.200867,95.15977503,3477.520417,3096.881317,3.202434063,,,
2025-01-20 01:00:00+00:00,3175.462891,3214.341797,3175.462891,3189.177734,1302659072,0,0,3281.909058,97.61355028,3477.136158,3086.681957,2.788340131,,,
2025-01-20 02:00:00+00:00,3196.231201,3267.171875,3196.231201,3248.047607,1644388352,0,0,3280.140332,97.90474409,3475.94982,3084.330844,2.84668524,,,
2025-01-20 03:00:00+00:00,3241.842041,3272.435791,3229.762695,3264.281738,601481216,0,0,3279.849341,97.94479218,3475.738925,3083.959756,2.486795651,,,
2025-01-20 04:00:00+00:00,3269.08252,3293.366699,3250.979248,3267.449707,0,0,0,3282.334692,96.91109263,3476.156878,3088.512507,2.146377724,,,
2025-01-20 05:00:00+00:00,3268.490234,3308.161133,3267.341309,3285.649414,286240768,0,0,3285.527991,95.85735801,3477.242707,3093.813275,1.891658661,,,
2025-01-20 06:00:00+00:00,3286.642822,3443.356445,3285.658936,3398.051025,2726858752,0,0,3296.812939,95.11479691,3487.042533,3106.583346,3.127654753,,,
2025-01-20 07:00:00+00:00,3398.051025,3427.646973,3352.547363,3376.373047,2733830144,0,0,3308.272314,89.79648797,3487.86529,3128.679339,2.759084793,,,
2025-01-20 08:00:00+00:00,3381.900635,3403.204346,3381.085693,3386.604492,0,0,0,3317.418127,87.87849199,3493.175111,3141.661143,2.398567078,,,
2025-01-20 09:00:00+00:00,3388.169678,3404.118896,3353.437744,3363.810059,0,0,0,3322.504785,87.44984617,3497.404477,3147.605093,2.140139394,,,
2025-01-20 10:00:00+00:00,3359.911621,3384.416992,3342.815674,3349.019287,0,0,0,3320.972058,86.66018651,3494.292431,3147.651685,1.881063644,,,
2025-01-20 11:00:00+00:00,3349.925781,3377.225586,3338.277832,3373.110107,0,0,0,3320.498645,86.33116374,3493.160973,3147.836318,1.697052591,,,
2025-01-20 12:00:00+00:00,3371.936768,3373.293457,3264.209961,3299.858154,458764288,0,0,3315.204846,84.04534569,3483.295538,3147.114155,2.122796793,,,
2025-01-20 13:00:00+00:00,3293.38916,3343.408203,3293.38916,3335.417725,114892800,0,0,3309.946228,78.92128751,3467.788803,3152.103653,1.992380941,,,
2025-01-20 14:00:00+00:00,3337.733887,3352.646484,3329.80127,3350.868164,0,0,0,3306.23512,74.8626168,3455.960353,3156.509886,1.758545802,,,
2025-01-20 15:00:00+00:00,3347.849365,3374.802246,3319.465332,3329.528809,0,0,0,3302.183179,71.01251774,3444.208214,3160.158143,1.586193292,,,
2025-01-20 16:00:00+00:00,3333.331055,3375.979248,3279.348877,3375.368652,274911232,0,0,3302.318665,71.15649542,3444.631655,3160.005674,1.628499194,,,
2025-01-20 17:00:00+00:00,3376.460205,3376.460205,3228.121338,3292.163818,3963191296,0,0,3305.859546,68.63232039,3443.124187,3168.594905,2.229949061,,,
2025-01-20 18:00:00+00:00,3290.072021,3338.355957,3282.529297,3329.026611,1183154176,0,0,3309.474182,67.80761612,3445.089414,3173.85895,2.099686087,,,
2025-01-20 19:00:00+00:00,3326.422607,3359.265869,3311.244873,3342.769775,411496448,0,0,3316.507129,63.2255968,3442.958323,3190.055935,1.852458216,,,
2025-01-20 20:00:00+00:00,3339.528809,3339.528809,3314.864746,3319.833984,55721984,0,0,3323.820496,53.53868579,3430.897867,3216.743124,1.680992192,,,
2025-01-20 21:00:00+00:00,3318.435547,3331.496826,3286.21875,3286.21875,0,0,0,3328.672546,44.29316024,3417.258867,3240.086226,1.606810272,,,
2025-01-20 22:00:00+00:00,3279.92041,3318.994873,3256.364258,3315.484375,0,0,0,3332.044385,40.21125663,3412.466898,3251.621872,1.505124383,,,
2025-01-20 23:00:00+00:00,3314.30835,3315.63208,3262.251221,3277.711182,0,0,0,3332.715857,39.11740846,3410.950674,3254.48104,1.49183204,,,
2025-01-21 00:00:00+00:00,3280.370117,3283.538574,3221.246826,3221.246826,0,0,0,3330.405713,44.20776333,3418.82124,3241.990186,1.696959875,-1,,
2025-01-21 01:00:00+00:00,3222.030518,3255.028564,3204.704834,3249.038574,0,0,0,3328.575171,46.83828153,3422.251734,3234.898608,1.578688661,,,
2025-01-21 02:00:00+00:00,3246.525146,3266.967285,3228.372559,3253.65918,0,0,0,3321.355579,46.69369891,3414.742976,3227.968181,1.386913405,,,
2025-01-21 03:00:00+00:00,3253.671875,3262.665527,3247.523926,3257.731445,0,0,0,3315.423499,46.87219234,3409.167883,3221.679114,1.218144256,,,
2025-01-21 04:00:00+00:00,3258.239746,3258.239746,3214.310547,3241.927734,0,0,0,3308.189661,46.47091403,3401.131489,3215.247833,1.102268248,,,
2025-01-21 05:00:00+00:00,3243.503906,3248.147461,3217.31958,3220.570801,0,0,0,3301.027698,48.44363673,3397.914971,3204.140424,1.029779561,,,
2025-01-21 06:00:00+00:00,3220.01001,3247.947754,3214.957275,3238.567627,0,0,0,3295.505115,48.97745034,3393.460015,3197.550214,0.946207238,,,
2025-01-21 07:00:00+00:00,3238.470215,3260.043213,3233.267334,3249.265381,0,0,0,3289.312878,46.41104932,3382.134977,3196.49078,0.8458608,,,
2025-01-21 08:00:00+00:00,3251.036377,3258.396973,3234.892334,3247.593262,0,0,0,3286.699634,47.24987725,3381.199388,3192.199879,0.74371655,,,
2025-01-21 09:00:00+00:00,3249.924316,3271.016846,3249.924316,3270.510986,0,0,0,3283.454297,45.93842721,3375.331151,3191.577442,0.726624871,,,
2025-01-21 10:00:00+00:00,3271.556641,3304.493164,3270.719238,3300.465088,0,0,0,3280.934143,43.35542024,3367.644984,3194.223303,0.756599624,,,
2025-01-21 11:00:00+00:00,3300.257568,3309.504883,3291.825684,3302.153076,270630912,0,0,3279.565356,42.15603028,3363.877417,3195.253296,0.67044021,,,
2025-01-21 12:00:00+00:00,3302.284912,3321.82251,3292.985352,3303.805176,0,0,0,3275.987183,36.21479609,3348.416775,3203.55759,0.59489954,,,
2025-01-21 13:00:00+00:00,3303.154785,3308.556152,3292.553955,3302.634277,0,0,0,3276.510706,36.53521751,3349.581141,3203.440271,0.529105856,,,
2025-01-21 14:00:00+00:00,3305.509521,3327.794189,3280.179932,3280.179932,638574592,0,0,3274.068372,34.410726,3342.889824,3205.24692,0.542593808,,,
2025-01-21 15:00:00+00:00,3290.320801,3296.665527,3266.959961,3289.519287,0,0,0,3271.405847,30.6722319,3332.750311,3210.061383,0.496370362,,,
2025-01-21 16:00:00+00:00,3292.443604,3344.516602,3290.022705,3312.563232,0,0,0,3271.04231,30.10589476,3331.254099,3210.83052,0.512199955,,,
2025-01-21 17:00:00+00:00,3312.761719,3353.630127,3309.303711,3350.010498,0,0,0,3274.231897,34.81009697,3343.852091,3204.611703,0.622122094,1,,
2025-01-21 18:00:00+00:00,3350.571777,3363.872314,3330.656006,3346.274902,0,0,0,3275.771423,37.32089793,3350.413219,3201.129627,0.560573735,,,
2025-01-21 19:00:00+00:00,3345.461182,3345.461182,3320.055664,3331.863525,0,0,0,3278.479041,39.37677412,3357.232589,3199.725492,0.530153816,,,
2025-01-21 20:00:00+00:00,3332.190918,3336.802246,3306.266846,3307.406006,0,0,0,3282.787,37.45182815,3357.690656,3207.883343,0.549623522,,,
2025-01-21 21:00:00+00:00,3312.086182,3334.283203,3303.755371,3332.025146,126275584,0,0,3286.936328,38.10736188,3363.151052,3210.721604,0.562211883,,,
2025-01-21 22:00:00+00:00,3332.015381,3345.79248,3328.124756,3340.023682,0,0,0,3291.254553,39.02037706,3369.295307,3213.213799,0.513888358,,,
2025-01-21 23:00:00+00:00,3334.09668,3334.09668,3310.97998,3325.743164,334784512,0,0,3294.655139,38.90852465,3372.472188,3216.83809,0.489607884,,,
2025-01-22 00:00:00+00:00,3327.859131,3362.796143,3325.703857,3360.012939,15347712,0,0,3300.559399,39.44206249,3379.443524,3221.675274,0.570987726,,,
2025-01-22 01:00:00+00:00,3362.164795,3362.164795,3324.821777,3324.821777,0,0,0,3305.771948,34.94727106,3375.66649,3235.877406,0.653959612,,,
2025-01-22 02:00:00+00:00,3328.977051,3344.368652,3324.586914,3341.428223,0,0,0,3310.914978,31.97931678,3374.873612,3246.956344,0.615863447,,,
2025-01-22 03:00:00+00:00,3341.823242,3346.813965,3329.81665,3331.469482,0,0,0,3315.025183,28.75925155,3372.543686,3257.50668,0.56614035,,,
2025-01-22 04:00:00+00:00,3330.704834,3331.873779,3318.727539,3328.675537,0,0,0,3319.079297,24.08903203,3367.257361,3270.901233,0.512760564,,,
2025-01-22 05:00:00+00:00,3331.80249,3338.719971,3319.969727,3319.969727,0,0,0,3321.552234,21.2069397,3363.966113,3279.138354,0.474347776,,,
2025-01-22 06:00:00+00:00,3319.370117,3322.660889,3306.316895,3309.013916,0,0,0,3321.979675,20.84256665,3363.664809,3280.294542,0.446151526,,,
2025-01-22 07:00:00+00:00,3308.996338,3310.397949,3288.812012,3289.038818,0,0,0,3321.323962,21.68827714,3364.700517,3277.947408,0.453886787,,,
2025-01-22 08:00:00+00:00,3288.145996,3299.388672,3275.194092,3298.289063,146413568,0,0,3321.048157,21.95620437,3364.960565,3277.135748,0.423064662,,,
2025-01-22 09:00:00+00:00,3298.912842,3302.428467,3292.261719,3298.207031,0,0,0,3320.826794,22.17287263,3365.17254,3276.481049,0.387526372,,,
2025-01-22 10:00:00+00:00,3297.724854,3306.099121,3291.282959,3305.118164,0,0,0,3322.073706,20.39683563,3362.867377,3281.280035,0.361301773,,,
2025-01-22 11:00:00+00:00,3306.173096,3328.594971,3304.284668,3328.594971,0,0,0,3324.02749,18.93337129,3361.894233,3286.160748,0.393628865,,,
2025-01-22 12:00:00+00:00,3325.307129,3328.318604,3311.945557,3316.945068,0,0,0,3324.246582,18.81873351,3361.884049,3286.609115,0.37810826,,,
